carat,cut,colour,clarity,depth_percentage,table,x_width,y_width,z_width,price
0.9,Good,D,VS2,62.6,62,6.11,6.15,3.84,4739
0.9,VeryGood,H,SI2,59.5,63,6.26,6.31,3.74,3160
0.37,Premium,I,VVS1,61.6,59,4.62,4.66,2.86,681
0.3,Ideal,G,VVS1,61.7,55,4.34,4.32,2.67,1013
1,Premium,G,SI1,60.8,58,6.48,6.45,3.93,4816
0.31,Premium,D,SI1,62.1,58,4.33,4.3,2.68,732
0.52,Premium,G,VS1,62.4,60,5.12,5.11,3.19,1815
1.01,VeryGood,E,VS2,62.9,60,6.36,6.4,4.01,6714
1.01,Premium,E,VS2,62.5,58,6.44,6.4,4.01,6606
0.58,Ideal,I,VVS1,62.1,56,5.32,5.34,3.31,1680
0.7,Ideal,F,SI1,61.4,57,5.69,5.67,3.49,2596
0.31,Ideal,D,SI1,61.9,57,4.36,4.33,2.69,732
0.51,Ideal,E,VVS1,61.9,54,5.17,5.11,3.18,2745
0.54,VeryGood,E,VS2,63.1,58,5.21,5.13,3.26,1760
1.05,Fair,H,I1,61.8,57,6.51,6.4,3.99,2293
1,Premium,E,I1,60.9,61,6.41,6.37,3.89,3584
0.7,Ideal,D,SI1,62.5,55,5.68,5.72,3.56,2726
0.79,Ideal,F,SI1,61.2,56,5.96,6.01,3.66,3169
0.42,VeryGood,E,SI2,62.9,56,4.77,4.8,3.01,700
0.31,Ideal,G,IF,61.8,55,4.35,4.39,2.7,891
1.03,Ideal,F,VVS2,62.4,55.6,6.44,6.49,4.02,9290
0.34,Ideal,E,VVS2,62.3,55,4.49,4.53,2.81,826
0.74,Ideal,E,VS1,62.2,55,5.79,5.82,3.61,3888
0.55,Ideal,H,VVS1,61.7,55,5.27,5.3,3.27,1845
1.14,Premium,F,SI1,61.1,59,6.75,6.7,4.11,6033
0.54,Ideal,F,VS2,61.3,57,5.28,5.25,3.23,1572
0.74,Premium,E,SI2,61.3,59,5.83,5.78,3.56,2527
0.77,Good,I,VS1,64.1,55,5.8,5.86,3.73,2184
0.35,Premium,D,VVS1,60.8,58,4.55,4.53,2.76,1247
0.9,Good,F,SI2,63.1,57,6.11,6.18,3.88,3267
0.52,Good,D,SI1,63.9,58,5.12,5.08,3.26,1605
0.3,Ideal,H,SI1,62.6,55,4.28,4.32,2.69,421
0.5,Ideal,E,VVS2,61.8,53.6,5.1,5.13,3.16,2297
0.54,Ideal,H,VVS1,60.3,56,5.28,5.33,3.2,1846
0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,499
1.01,VeryGood,I,SI1,63.4,55,6.39,6.35,4.04,4185
0.74,Ideal,D,VS2,61.1,54,5.86,5.89,3.59,3177
0.42,Ideal,G,VVS1,60.9,55,4.83,4.89,2.96,1023
0.58,Ideal,H,VS2,62.4,58,5.3,5.34,3.32,1600
0.44,Premium,G,SI1,61.9,58,4.87,4.83,3,990
0.4,Ideal,G,IF,62.3,55,4.74,4.76,2.96,1229
0.34,Ideal,E,VS2,62.4,55,4.53,4.48,2.81,956
0.33,Ideal,G,VVS1,60.9,57,4.49,4.51,2.74,838
1.01,Premium,D,VS1,61.1,56,6.43,6.36,3.91,6733
0.31,Ideal,F,VS2,62.6,57,4.27,4.33,2.69,625
0.49,Ideal,D,VS1,62.3,55,5.03,5.05,3.14,1934
0.85,Ideal,E,SI2,60.7,55,6.14,6.19,3.74,3441
0.36,Ideal,H,VS2,60.8,56,4.61,4.63,2.81,587
0.3,Premium,G,VVS1,62.6,58,4.27,4.29,2.68,789
0.9,Premium,F,SI2,62.2,61,6.08,6.04,3.77,3507
0.72,Ideal,F,VS2,61.3,56,5.78,5.8,3.55,3151
0.92,VeryGood,G,SI1,61.8,54,6.25,6.37,3.9,4281
0.53,Ideal,I,SI1,61.6,56.6,5.19,5.21,3.21,1127
0.31,Good,G,VVS2,63.8,56,4.28,4.24,2.72,907
0.3,VeryGood,F,VVS1,62.5,56,4.27,4.31,2.68,682
0.32,Ideal,G,IF,61.3,55,4.43,4.47,2.73,918
1.03,Ideal,F,SI2,61.9,56,6.47,6.43,3.99,4280
1.07,Premium,H,SI2,61.2,60,6.53,6.57,4.01,4413
1.15,Premium,D,SI1,61.7,58,6.76,6.69,4.15,6041
0.7,Premium,G,SI1,60.5,57,5.75,5.68,3.46,2415
1.1,Ideal,G,VVS2,61.6,56,6.62,6.69,4.1,9051
0.52,Ideal,H,SI1,61.7,55,5.17,5.21,3.2,1245
0.71,Ideal,E,VS2,62.7,56,5.71,5.75,3.59,2891
0.51,Ideal,G,VS2,62,56,5.11,5.18,3.19,1343
0.4,Ideal,H,VS1,61.8,59,4.74,4.72,2.92,1017
1,Good,E,SI1,63.8,55,6.34,6.31,4.03,4474
1.03,VeryGood,D,SI1,62.5,59,6.45,6.48,4.04,5924
0.31,Good,F,VS1,63.9,55,4.27,4.3,2.74,607
1.27,Ideal,G,VVS1,61.7,56,7.03,6.9,4.3,11002
0.9,Ideal,E,SI1,61.9,54,6.19,6.22,3.84,5373
1.15,Ideal,H,SI2,62,56,6.75,6.68,4.16,4959
1.09,Premium,G,IF,61.3,58,6.64,6.6,4.06,10065
0.41,Ideal,G,VS2,62.7,56,4.76,4.71,2.97,1061
1.26,VeryGood,J,SI1,61.8,58,6.88,6.91,4.26,4989
0.9,VeryGood,G,SI1,62,61,6.07,6.13,3.78,3734
0.7,VeryGood,F,VS2,62.3,58,5.64,5.72,3.54,2812
0.31,Good,H,SI1,63.6,57,4.33,4.32,2.75,573
0.54,Ideal,D,VS2,61.1,57,5.19,5.29,3.2,1892
0.31,Ideal,E,VS1,60.4,57,4.4,4.37,2.65,942
1.09,Premium,G,VS2,61.7,58,6.6,6.53,4.05,6504
0.32,Ideal,D,SI2,62.8,57,4.38,4.35,2.74,612
0.31,Premium,F,VS2,62.9,59,4.32,4.27,2.7,802
0.57,Ideal,F,VVS2,62.1,56,5.31,5.35,3.31,2339
0.81,Ideal,H,SI1,61.4,56,6,6.05,3.7,3446
1.05,Ideal,D,SI2,61.9,56,6.53,6.5,4.03,5204
0.8,Premium,I,SI1,60.9,60,6.01,5.95,3.64,2507
1.02,VeryGood,E,SI1,62.7,60,6.45,6.4,4.03,6397
0.51,Ideal,D,VS2,61.9,57,5.15,5.09,3.17,1882
0.3,Ideal,F,IF,60.5,60,4.34,4.36,2.63,873
1.03,Premium,F,SI2,61.6,58,6.46,6.43,3.97,4586
1,VeryGood,I,SI1,60.4,63,6.44,6.37,3.87,4032
1.55,VeryGood,G,SI1,59.2,59,7.51,7.59,4.47,10707
0.41,Ideal,E,VS2,61.6,55,4.75,4.79,2.94,935
0.31,VeryGood,H,SI1,61.4,55,4.36,4.44,2.7,446
0.71,Ideal,I,VVS2,61.4,58,5.7,5.76,3.52,2559
0.42,Ideal,F,SI2,62.1,56,4.83,4.8,2.99,851
1.28,VeryGood,D,SI2,61.2,58,6.96,7.09,4.3,6811
0.9,Fair,F,SI2,64.6,56,6.01,6.07,3.9,3613
0.34,Ideal,H,IF,61.7,55,4.5,4.54,2.79,863
1.58,Ideal,I,SI1,62.6,56,7.45,7.51,4.68,9176
0.31,VeryGood,F,VS2,60.7,61,4.36,4.4,2.66,583
0.39,Ideal,E,VVS2,61.6,56,4.69,4.73,2.9,1300
0.3,VeryGood,D,SI1,61,60,4.3,4.35,2.64,552
1.19,Ideal,F,VS1,60.5,57,6.82,6.88,4.15,10449
0.4,VeryGood,E,VS2,64,52,4.66,4.69,2.99,925
1.21,VeryGood,H,VS1,62.6,58,6.71,6.75,4.21,7445
0.53,VeryGood,E,VVS2,60.7,59,5.19,5.28,3.18,2297
0.34,Ideal,H,VVS2,61.8,54,4.49,4.47,2.77,880
0.73,VeryGood,E,SI1,61.3,58,5.76,5.83,3.55,2871
0.49,Ideal,G,VS2,61.1,57,5.12,5.09,3.12,1246
1.13,Ideal,G,VVS2,62.3,57,6.62,6.66,4.14,9333
0.33,Ideal,E,VS1,61.1,56,4.45,4.48,2.73,850
1.09,Ideal,E,SI2,61.9,55,6.64,6.6,4.1,5127
1.06,VeryGood,F,SI2,61.8,56.4,6.51,6.56,4.04,5258
1,VeryGood,D,SI2,62.3,56,6.33,6.39,3.96,4348
0.3,Ideal,F,VS1,61.8,55,4.32,4.36,2.68,795
0.53,Good,H,SI1,63.9,55,5.14,5.19,3.3,1132
0.51,VeryGood,E,VS2,60.2,62,5.16,5.27,3.14,1393
1.52,Ideal,F,SI2,61.9,57,7.37,7.33,4.55,10129
0.96,Premium,I,SI2,59.1,62,6.48,6.38,3.79,2454
0.9,VeryGood,G,VS2,60.5,60,6.2,6.24,3.76,4296
0.52,Premium,G,SI2,62.5,59,5.1,5.07,3.18,1001
1,Premium,H,VS2,61.3,61,6.44,6.38,3.93,5096
0.3,Premium,F,VS2,60.7,58,4.35,4.32,2.63,776
0.3,Ideal,F,IF,62.3,55,4.3,4.34,2.69,886
0.23,VeryGood,H,VVS2,62.6,56,3.92,3.95,2.46,431
0.7,Ideal,G,VVS2,60.8,56,5.75,5.79,3.51,3205
0.59,Ideal,I,VS1,61.8,55,5.41,5.43,3.35,1401
0.73,Ideal,H,SI1,62.6,57,5.66,5.74,3.57,2320
0.53,VeryGood,J,VS2,60.9,59,5.2,5.27,3.19,1023
0.31,VeryGood,D,SI1,63.4,58,4.35,4.32,2.75,732
0.51,Premium,F,SI1,61.3,59,5.19,5.15,3.17,1421
0.73,Ideal,D,VS1,61.9,55,5.78,5.81,3.59,4258
0.71,Ideal,G,SI1,60.6,56,5.76,5.82,3.51,2368
1.11,VeryGood,D,SI1,61.6,57,6.66,6.59,4.08,5915
1.01,VeryGood,D,SI1,62.1,59,6.37,6.41,3.97,6630
0.41,VeryGood,J,IF,60.8,56,4.83,4.87,2.95,651
1.05,Premium,J,VS2,59.4,62,6.66,6.58,3.93,3593
1,Premium,D,SI2,60.3,58,6.48,6.45,3.9,4295
0.3,Ideal,E,VVS2,61.3,57,4.3,4.32,2.64,949
0.44,VeryGood,G,SI1,60.3,58,4.94,4.99,2.99,786
1.16,Ideal,F,VS2,61.4,56,6.83,6.78,4.18,9432
1.11,Ideal,H,SI1,60.6,59,6.75,6.71,4.08,5325
1.01,VeryGood,J,VVS2,63.7,57,6.31,6.35,4.03,5067
0.72,Premium,G,IF,60.1,58,5.89,5.86,3.53,3185
0.3,VeryGood,F,SI1,61.7,59,4.29,4.33,2.66,500
0.52,Ideal,H,VS1,62,56,5.14,5.2,3.21,1598
0.51,Ideal,D,VS2,61.4,57,5.16,5.13,3.16,1807
1.36,Ideal,F,SI2,62,56,7.08,7.11,4.4,7157
0.74,Ideal,H,SI2,61.4,56,5.78,5.84,3.57,2289
0.42,Ideal,G,VS1,61.2,54,4.82,4.86,2.96,921
0.35,Ideal,E,VVS1,62,56,4.58,4.51,2.82,1116
0.32,Premium,D,SI1,60.9,60,4.39,4.41,2.68,589
1.54,Premium,I,SI1,61.8,57,7.43,7.37,4.57,7512
0.51,VeryGood,E,VVS1,62.2,60,5.08,5.12,3.17,2579
0.71,Ideal,I,SI1,61.6,55,5.72,5.74,3.53,2319
0.26,Ideal,E,VVS1,61.7,57,4.07,4.1,2.52,599
0.62,Premium,G,VS2,60.9,59,5.52,5.48,3.35,1841
0.61,Ideal,G,SI1,61.4,56,5.46,5.49,3.36,1659
0.72,Premium,F,SI1,62,60,5.77,5.74,3.57,2385
0.4,VeryGood,D,VS2,63.6,55,4.68,4.72,2.99,850
0.49,Premium,J,SI2,59.8,59,5.14,5.12,3.07,900
0.9,Ideal,H,VS2,62.6,57,6.19,6.15,3.86,4007
1.01,Premium,H,SI1,61.9,59,6.35,6.32,3.92,4191
0.27,VeryGood,E,VVS2,63.8,54,4.06,4.09,2.6,621
0.5,Premium,E,SI1,62.6,56,5.07,5.06,3.17,1314
0.35,Premium,H,VVS2,62.7,58,4.46,4.5,2.81,706
0.56,Ideal,F,VVS2,61.1,56,5.35,5.37,3.27,2522
1.05,Premium,E,SI2,59.5,59,6.65,6.59,3.94,4742
0.71,Ideal,F,SI1,60.8,57,5.75,5.8,3.51,2487
1.06,Ideal,H,SI1,61.7,60,6.48,6.52,4.01,5255
0.3,Premium,G,VVS2,62.9,58,4.29,4.26,2.69,819
0.33,Ideal,I,IF,61.8,55,4.47,4.46,2.76,891
0.38,Ideal,D,VS1,62,55,4.68,4.64,2.89,1140
0.3,VeryGood,I,VVS2,62.1,56,4.27,4.31,2.66,533
0.31,Ideal,I,VS2,61.6,57,4.36,4.4,2.7,452
1,Premium,D,VVS2,63,59,6.38,6.35,4.01,9918
0.32,Premium,H,VVS2,62.3,58,4.33,4.37,2.71,645
1.1,Ideal,I,VS2,61.8,55.4,6.62,6.65,4.1,5273
0.32,Ideal,G,VS2,62.5,56,4.38,4.42,2.75,561
0.3,Premium,G,SI1,61.4,57,4.35,4.31,2.66,574
0.51,Ideal,G,VS1,59.7,57,5.2,5.25,3.12,1656
0.31,Ideal,D,VS2,61.3,57,4.37,4.4,2.69,734
1.25,VeryGood,J,VS1,61.8,58,6.89,6.93,4.27,5628
0.63,Good,H,VS1,62.9,54,5.47,5.56,3.47,1767
0.59,Ideal,E,VS2,61.5,56,5.42,5.38,3.32,1883
0.44,Ideal,D,VS1,62.3,55,4.88,4.85,3.03,1294
0.3,Ideal,F,VS2,62.5,55,4.31,4.27,2.68,776
0.33,Ideal,D,SI2,61.3,56,4.45,4.49,2.74,492
0.35,Ideal,F,VVS1,60.6,57,4.57,4.6,2.78,994
1.65,Ideal,D,SI2,61.5,56,7.63,7.69,4.71,10847
1.19,VeryGood,H,VS2,60.5,59,6.97,7,4.17,6781
0.9,VeryGood,I,VS1,63.5,57,6.06,6.03,3.84,3484
1.01,Premium,E,SI1,59.9,59,6.49,6.46,3.88,4991
0.71,Premium,I,VVS2,61.9,60,5.69,5.75,3.54,2428
0.33,Premium,G,VS1,61.3,58,4.45,4.42,2.72,854
0.4,Ideal,D,VVS2,61.2,56,4.76,4.78,2.92,1693
1.03,Ideal,G,SI1,60.1,59,6.6,6.57,3.96,5111
1.5,VeryGood,H,VS2,63.2,58,7.26,7.21,4.57,7484
1.5,Good,H,VS2,63.9,60,7.17,7.22,4.6,10692
0.23,VeryGood,D,VVS2,61.9,60,3.9,3.95,2.43,505
0.26,Good,F,VS1,63.1,57,4.04,4.07,2.56,499
0.62,Premium,G,SI2,60.2,61,5.49,5.44,3.29,1345
0.91,Premium,D,SI1,62.8,59,6.21,6.17,3.89,4476
1.02,Ideal,F,SI2,61.8,57,6.49,6.43,3.99,4832
1.01,Ideal,H,VS2,60.6,57,6.54,6.49,3.95,5317
1,Premium,F,SI2,60.4,58,6.47,6.44,3.9,3858
0.5,Ideal,F,VS2,60.9,57,5.14,5.16,3.14,1749
1.22,Ideal,I,SI2,61.3,57,6.91,6.85,4.22,5226
0.7,Ideal,H,VS1,61.9,55,5.66,5.72,3.52,2484
0.38,Premium,D,SI1,59.1,58,4.74,4.77,2.81,635
1,Good,I,SI2,63.9,60,6.26,6.3,4.01,3465
1.64,Ideal,F,SI2,61.4,57,7.55,7.59,4.65,10733
0.4,VeryGood,F,SI1,62,56,4.72,4.77,2.94,737
0.23,VeryGood,E,VVS2,61.4,55,3.92,3.99,2.43,458
1.21,VeryGood,H,VS2,62.8,57,6.77,6.82,4.27,6684
0.71,VeryGood,D,VS1,63.4,55,5.69,5.61,3.58,2841
0.42,Ideal,G,VS1,62.7,54,4.8,4.83,3.02,921
0.25,VeryGood,E,VVS2,62.2,57,4.02,4.12,2.53,548
0.32,VeryGood,H,VS1,63,55,4.4,4.42,2.78,561
0.78,Ideal,F,SI2,60.6,55,5.99,6,3.63,2365
0.25,VeryGood,E,VVS2,63,57,4,4.06,2.54,575
1.22,VeryGood,H,I1,61.6,56,6.8,6.87,4.21,3663
0.31,Ideal,E,VS2,60.8,54,4.4,4.39,2.67,872
0.53,Ideal,D,SI2,61.9,55,5.19,5.24,3.23,1314
0.33,Premium,D,SI1,61.5,60,4.44,4.41,2.72,780
1.51,Premium,H,VS1,62.1,58,7.32,7.26,4.53,10775
0.72,VeryGood,F,VVS1,62.1,55,5.72,5.78,3.57,3762
0.37,VeryGood,F,SI1,62.5,58,4.52,4.57,2.84,616
0.31,Fair,F,VVS1,63.1,61,4.32,4.37,2.74,740
0.92,VeryGood,E,SI1,60.7,59,6.25,6.28,3.8,4232
1.01,Ideal,E,SI1,62.9,56,6.41,6.38,4.02,5375
0.4,Ideal,G,VVS1,61.8,53,4.75,4.77,2.94,1059
0.61,VeryGood,E,VS1,61.1,58,5.47,5.52,3.36,2243
0.7,Premium,H,VS1,62.3,59,5.71,5.66,3.54,2293
0.38,Ideal,I,SI2,61.6,56,4.65,4.67,2.87,554
1.52,VeryGood,G,SI2,60.9,57,7.44,7.5,4.55,8151
0.32,Ideal,E,VS2,61.3,56,4.41,4.46,2.72,612
1.02,Premium,D,SI2,62.8,55,6.46,6.38,4.03,5055
0.3,Ideal,E,IF,61.1,57,4.31,4.33,2.64,1013
0.7,VeryGood,E,SI1,63.4,56,5.7,5.6,3.58,2318
0.53,Ideal,E,VS2,62,56,5.29,5.2,3.25,1956
1,Ideal,E,VS2,59.6,57,6.43,6.42,3.83,7168
0.52,Good,D,SI2,61.8,58,5.17,5.21,3.21,1138
0.26,Ideal,D,VVS2,61.4,56,4.12,4.15,2.54,599
0.72,Ideal,I,VVS1,61.3,57,5.74,5.77,3.53,2642
0.54,Ideal,G,VS1,61.4,55,5.26,5.3,3.24,1868
0.31,Premium,I,VS2,62.3,60,4.31,4.32,2.69,435
1.01,VeryGood,D,VVS2,62.5,59,6.34,6.4,3.98,10453
0.41,Ideal,D,VS2,61.6,55,4.74,4.77,2.93,1007
1.5,Good,F,VS2,63.6,59,7.13,7.22,4.56,10995
0.52,Ideal,G,SI1,62.4,55,5.15,5.17,3.22,1325
0.32,Premium,E,SI2,59.7,60,4.45,4.43,2.65,576
0.9,Premium,F,SI2,61.4,62,6.2,6.11,3.78,3704
0.42,Ideal,F,VVS1,62,55,4.84,4.81,2.99,1389
1.34,Premium,F,VS2,61.1,58,7.12,7.05,4.33,10431
0.52,Premium,E,I1,60.8,60,5.2,5.17,3.15,1037
1.02,Premium,E,VS2,62.8,59,6.44,6.39,4.03,5666
1.33,Premium,H,SI1,61.9,58,7.04,6.98,4.34,7302
0.97,Premium,F,SI2,61.9,58,6.31,6.35,3.92,4063
0.32,Ideal,G,SI2,62.5,57,4.38,4.35,2.73,540
1.02,Ideal,G,IF,62.5,57,6.44,6.37,4,8311
1.52,Good,I,SI1,64.1,57,7.26,7.21,4.64,8852
0.71,Premium,E,SI1,60.3,58,5.78,5.76,3.48,2479
1.01,Ideal,G,VS2,60.8,59,6.52,6.5,3.96,6019
0.6,VeryGood,G,SI1,61.1,57,5.36,5.47,3.31,1554
0.7,VeryGood,G,VS2,63.4,58,5.63,5.57,3.55,2338
0.7,Fair,G,I1,62.5,59,5.65,5.48,3.48,1069
0.69,Premium,I,SI1,62,59,5.66,5.63,3.5,1636
1.14,Ideal,H,SI1,61.5,55,6.72,6.75,4.14,7079
1.09,Premium,F,VS1,60.9,58,6.63,6.67,4.05,8057
0.42,Ideal,D,VS1,61.4,56,4.86,4.82,2.97,1350
0.33,VeryGood,E,VS1,61.6,56,4.43,4.46,2.74,781
0.7,VeryGood,E,VS1,62.2,57,5.63,5.68,3.52,3063
0.53,Ideal,D,VS2,61.2,57,5.26,5.2,3.2,1956
0.5,Premium,G,VVS1,61,60,5.12,5.08,3.11,2070
0.36,Ideal,E,VS2,61.1,56,4.6,4.63,2.82,789
0.67,VeryGood,F,VS2,63.2,60,5.55,5.5,3.49,2171
0.23,Ideal,E,VS2,61.7,55,3.98,4,2.46,548
0.31,Premium,E,VVS2,61.4,58,4.36,4.33,2.67,1046
0.9,Premium,H,VS2,61.3,59,6.19,6.24,3.81,4155
0.73,Ideal,G,SI1,60.9,57,5.81,5.85,3.55,3089
0.6,Ideal,D,VS2,62,55,5.39,5.42,3.35,2444
0.41,VeryGood,E,SI1,63.1,57,4.73,4.71,2.98,878
0.39,Ideal,F,VS1,61.7,56.1,4.65,4.7,2.89,939
0.56,VeryGood,I,VVS1,62.4,56,5.24,5.28,3.28,1580
0.57,Ideal,E,VS2,61,54,5.43,5.39,3.3,2319
1.58,VeryGood,H,SI2,62.4,57,7.36,7.45,4.62,8620
0.31,Ideal,G,IF,61.4,56,4.38,4.41,2.7,891
0.41,Ideal,I,IF,62.6,57,4.78,4.74,2.98,1076
1.01,VeryGood,E,SI1,60,60,6.43,6.51,3.88,5461
0.36,VeryGood,E,VS2,62.9,56,4.52,4.54,2.85,631
1.53,Premium,J,SI1,60.1,59,7.52,7.5,4.51,6126
1.09,Ideal,G,VS1,62.3,55,6.59,6.63,4.12,7820
0.71,Good,E,VS2,59.2,61,5.8,5.88,3.46,2772
0.44,Premium,I,VVS1,61.5,58,4.87,4.95,3.02,926
1.01,Good,D,SI2,63.6,61,6.35,6.33,4.03,3959
1.24,Premium,H,VS2,62.8,57,6.83,6.79,4.28,5305
0.64,Ideal,H,SI2,60.8,56,5.57,5.61,3.4,1125
1.53,Ideal,I,SI1,61.9,54,7.43,7.5,1.53,8971
0.75,VeryGood,E,VS1,61.9,58,5.83,5.86,3.62,3543
1.01,Ideal,F,VVS2,59.6,60,6.56,6.52,3.9,9040
0.33,Ideal,D,SI1,61.3,56,4.44,4.46,2.73,608
0.38,Ideal,D,VVS2,61.5,57,4.63,4.67,2.86,1200
0.3,Ideal,D,VS2,61.5,58,4.27,4.31,2.64,670
0.29,VeryGood,G,VS2,61.7,56,4.27,4.3,2.64,471
0.25,Premium,E,VVS1,60.7,60,4.11,4.09,2.49,740
0.55,Ideal,E,SI1,60.8,56,5.31,5.34,3.24,1566
0.3,Premium,H,SI2,61.9,60,4.29,4.27,2.65,485
0.71,Ideal,I,SI1,60.2,60,5.77,5.79,3.48,2319
0.9,Fair,G,SI2,64.5,56,6.06,6,3.89,2858
0.51,VeryGood,J,VS2,63.1,56,5.13,5.1,3.23,1080
1.53,Ideal,I,VS2,62.1,55,7.43,7.35,4.59,9116
1.12,VeryGood,I,SI2,61.2,59,6.69,6.74,4.11,4533
1,Premium,F,SI1,61.6,61,6.37,6.3,3.9,5292
1.11,VeryGood,H,SI2,63.4,55,6.54,6.51,4.14,4028
0.91,Premium,H,SI1,62.2,60,6.22,6.16,3.85,3669
1.01,Premium,G,SI2,60.1,58,6.54,6.39,3.89,3173
0.33,Ideal,E,VS1,60,57,4.5,4.47,2.69,802
0.3,Premium,H,SI2,60.9,59,4.32,4.35,2.64,368
0.46,Ideal,H,SI1,61.2,56,4.97,5,3.05,1299
0.58,Ideal,F,VVS2,62.5,56,5.34,5.29,3.32,2401
0.5,Ideal,F,VS1,62.5,52.4,5.07,5.11,3.18,1679
0.62,VeryGood,I,VVS1,63.1,58,5.4,5.44,3.42,1871
0.58,VeryGood,F,SI2,63,56,5.34,5.26,3.34,1173
0.37,Ideal,F,SI1,60.2,53,4.74,4.7,2.84,844
0.87,Ideal,G,VS2,61.4,55,6.15,6.17,3.78,4553
0.3,Good,G,SI1,63.8,56,4.26,4.3,2.73,447
0.41,Premium,G,SI1,60.3,60,4.8,4.76,2.88,923
0.31,Premium,G,VVS2,62.9,58,4.3,4.28,2.7,907
0.79,VeryGood,H,SI1,63.2,59,5.87,5.84,3.7,2663
1.01,Ideal,E,SI1,61.8,56,6.46,6.51,4.01,5132
1,VeryGood,H,SI1,61.8,57,6.39,6.42,3.96,4995
0.81,Ideal,E,SI2,61,56,5.99,6.05,3.67,3015
0.41,Premium,D,SI2,62.4,60,4.71,4.77,2.96,683
1.11,Ideal,H,VVS2,61.4,57,6.63,6.67,4.08,6837
0.57,Ideal,D,VS2,62.5,57,5.28,5.31,3.31,1914
1.01,Premium,J,SI2,59.3,56,6.51,6.45,3.84,2683
1.06,VeryGood,I,SI2,61.4,56.5,6.55,6.58,4.03,4465
1.51,Ideal,G,SI2,62.4,56,7.29,7.25,4.54,9234
0.32,Premium,F,VS2,61.2,59,4.4,4.42,2.7,645
1.19,VeryGood,F,SI1,60.8,59,6.85,6.89,4.18,6526
0.41,Ideal,D,VS2,61.7,56,4.81,4.78,2.96,1076
0.32,Ideal,D,VVS2,62.2,56,4.41,4.37,2.73,1014
0.34,Premium,E,VS1,59.9,58,4.54,4.58,2.73,805
0.5,Ideal,F,VVS2,62.2,54,5.11,5.09,3.17,2160
1.51,VeryGood,G,SI1,62.9,58,7.25,7.28,4.57,9841
0.31,Ideal,G,VS2,61.7,55,4.37,4.39,2.7,562
0.59,Ideal,D,SI1,61.3,59,5.36,5.4,3.3,1793
0.72,VeryGood,J,SI1,62.7,56,5.66,5.72,3.57,1666
0.32,Ideal,D,SI1,60.8,57,4.44,4.41,2.69,756
0.59,Ideal,G,VS2,62.9,56,5.35,5.33,3.36,1622
0.71,Ideal,I,SI1,62.5,57,5.69,5.74,3.57,2218
1.15,Ideal,H,SI1,63,57,6.71,6.66,4.21,4911
0.52,VeryGood,E,SI1,62.8,57,5.09,5.13,3.21,1369
0.43,Ideal,E,VVS2,60.8,57,4.87,4.9,2.97,1062
0.5,VeryGood,H,VS2,63.9,57,5.04,5.07,3.23,1387
0.23,VeryGood,D,VVS2,62.5,58,3.92,3.95,2.46,530
1.58,Ideal,J,SI1,61.6,56,7.53,7.5,4.63,7592
1,VeryGood,D,SI2,59.5,62,6.49,6.52,3.87,4543
0.33,Ideal,G,VS1,61.6,57,4.45,4.41,2.73,854
0.41,VeryGood,E,SI2,59.5,62,4.8,4.84,2.87,638
0.34,Premium,D,SI1,62,58,4.43,4.47,2.76,584
1.03,Premium,G,VS2,62.2,56,6.51,6.48,4.04,5814
0.21,Premium,E,VS2,60.5,59,3.87,3.83,2.33,386
0.33,Ideal,G,VVS2,61.5,55,4.47,4.51,2.76,713
1.2,Premium,H,SI2,62.3,58,6.81,6.76,4.23,5376
0.36,VeryGood,H,VS1,61.6,59,4.52,4.57,2.8,631
0.32,Ideal,I,VS2,61.5,56,4.4,4.41,2.71,449
1.56,Ideal,I,VVS2,62,56,7.39,7.42,4.6,10481
0.24,VeryGood,E,VVS2,62.9,57,3.96,3.99,2.5,485
0.31,Ideal,D,VS2,61.9,56,4.38,4.37,2.71,942
0.71,Premium,G,VS1,62.4,61,5.7,5.65,3.54,2803
1.52,Premium,H,SI1,62.5,58,7.33,7.29,4.57,10078
0.31,Premium,E,VS1,61.7,58,4.36,4.3,2.67,942
0.73,Ideal,F,SI2,61.5,55,5.79,5.85,3.58,2255
1.01,Premium,G,VS2,62.1,54,6.5,6.36,3.99,6108
0.43,Premium,H,SI1,61.5,58,4.86,4.8,2.97,919
1.19,Premium,I,SI2,61.6,56,6.87,6.83,4.22,4558
1.2,VeryGood,G,VVS1,62.8,56,6.73,6.75,4.23,9609
1.22,Ideal,G,VS2,59.9,56,7.01,6.97,4.19,8485
1.3,VeryGood,I,VS2,61.8,56,6.98,7.04,4.33,7087
0.35,Ideal,D,SI1,60.8,55,4.56,4.59,2.78,644
0.7,VeryGood,H,SI1,61.5,55,5.72,5.76,3.53,2200
0.77,VeryGood,I,VS2,60.2,59,5.89,5.97,3.57,2584
0.72,Premium,J,SI1,60.9,57,5.84,5.78,3.54,1579
0.3,Premium,G,SI1,59.8,57,4.37,4.32,2.6,574
0.41,Ideal,E,VS1,62.7,55,4.76,4.72,2.97,1153
1.01,VeryGood,G,SI1,59.9,56,6.45,6.6,3.91,4788
0.71,Ideal,G,SI1,62.5,57,5.72,5.64,3.55,2215
1,Fair,G,VS2,64.5,58,6.26,6.2,4.02,5161
1,VeryGood,F,VVS2,60,62,6.43,6.46,3.87,8553
0.64,VeryGood,F,SI1,60.7,59,5.51,5.59,3.37,1688
